Group	Ontology	Term	Annotation	Annotated	Significant	Expected	P_val
Core	GO:biological_process	GO:0071495	cellular response to endogenous stimulus	144	143	138.83	0.0329
Core	GO:biological_process	GO:0000160	phosphorelay signal transduction system	2011	1954	1938.84	0.03482
Core	GO:biological_process	GO:0006814	sodium ion transport	895	873	862.88	0.03596
Core	GO:biological_process	GO:0009892	negative regulation of metabolic process	7505	7264	7235.69	0.03639
Core	GO:biological_process	GO:0012501	programmed cell death	519	508	500.38	0.03846
Core	GO:biological_process	GO:0008610	lipid biosynthetic process	5783	5600	5575.48	0.03952
Core	GO:biological_process	GO:0010035	response to inorganic substance	3817	3700	3680.03	0.04047
Core	GO:biological_process	GO:0043087	regulation of GTPase activity	222	219	214.03	0.04065
Core	GO:biological_process	GO:0022611	dormancy process	221	218	213.07	0.04167
Core	GO:biological_process	GO:0046439	L-cysteine metabolic process	372	365	358.65	0.04205
Core	GO:biological_process	GO:0051171	regulation of nitrogen compound metaboli...	14887	14390	14352.79	0.04249
Core	GO:biological_process	GO:0009110	vitamin biosynthetic process	3077	2984	2966.58	0.04594
Core	GO:biological_process	GO:0051186	cofactor metabolic process	12243	11837	11803.67	0.04628
Core	GO:cellular_component	GO:0005829	cytosol	58893	58339	57307.55	1E-30
Core	GO:cellular_component	GO:0044444	cytoplasmic part	59803	59209	58193.05	1E-30
Core	GO:cellular_component	GO:0005737	cytoplasm	69859	68971	67978.34	1E-30
Core	GO:cellular_component	GO:0005622	intracellular	72953	71951	70989.04	1E-30
Core	GO:cellular_component	GO:0044424	intracellular part	72809	71807	70848.92	1E-30
Core	GO:cellular_component	GO:0098796	membrane protein complex	6901	6901	6715.22	1E-30
Core	GO:cellular_component	GO:0044445	cytosolic part	5693	5691	5539.74	1E-30
Core	GO:cellular_component	GO:0044422	organelle part	5833	5830	5675.97	1E-30
Core	GO:cellular_component	GO:0032991	protein-containing complex	22226	21963	21627.66	1E-30
Core	GO:cellular_component	GO:0098797	plasma membrane protein complex	4938	4938	4805.06	1E-30
Core	GO:cellular_component	GO:0044446	intracellular organelle part	4746	4743	4618.23	1E-30
Core	GO:cellular_component	GO:1990904	ribonucleoprotein complex	4599	4597	4475.19	1E-30
Core	GO:cellular_component	GO:0005840	ribosome	4309	4307	4193	1E-30
Core	GO:cellular_component	GO:0044391	ribosomal subunit	4236	4234	4121.96	1E-30
Core	GO:cellular_component	GO:0022626	cytosolic ribosome	4163	4161	4050.93	1E-30
Core	GO:cellular_component	GO:0043228	non-membrane-bounded organelle	6441	6414	6267.6	1E-30
Core	GO:cellular_component	GO:0043226	organelle	6512	6484	6336.69	1E-30
Core	GO:cellular_component	GO:1904949	ATPase complex	2981	2981	2900.75	1E-30
Core	GO:cellular_component	GO:0098552	side of membrane	3123	3122	3038.93	1E-30
Core	GO:cellular_component	GO:0043232	intracellular non-membrane-bounded organ...	5427	5400	5280.9	1E-30
Core	GO:cellular_component	GO:0043229	intracellular organelle	5498	5470	5349.99	1E-30
Core	GO:cellular_component	GO:1902495	transmembrane transporter complex	2757	2757	2682.78	1E-30
Core	GO:cellular_component	GO:1990351	transporter complex	2757	2757	2682.78	1E-30
Core	GO:cellular_component	GO:0098533	ATPase dependent transmembrane transport...	2543	2543	2474.54	1E-30
Core	GO:cellular_component	GO:0043190	ATP-binding cassette (ABC) transporter c...	2398	2398	2333.44	2E-29
Core	GO:cellular_component	GO:0015934	large ribosomal subunit	2557	2555	2488.16	6.4E-28
Core	GO:cellular_component	GO:0022625	cytosolic large ribosomal subunit	2557	2555	2488.16	6.4E-28
Core	GO:cellular_component	GO:0032153	cell division site	2034	2034	1979.24	5E-25
Core	GO:cellular_component	GO:1990204	oxidoreductase complex	2033	2033	1978.27	5.1E-25
Core	GO:cellular_component	GO:0005623	cell	123473	120252	120149	2.4E-24
Core	GO:cellular_component	GO:0044464	cell part	123473	120252	120149	2.4E-24
Core	GO:cellular_component	GO:0015935	small ribosomal subunit	1679	1679	1633.8	9.2E-21
Core	GO:cellular_component	GO:0044459	plasma membrane part	20021	19664	19482.02	5.1E-20
Core	GO:cellular_component	GO:0022627	cytosolic small ribosomal subunit	1606	1606	1562.77	7E-20
Core	GO:cellular_component	GO:0070469	respiratory chain	1598	1598	1554.98	8.7E-20
Core	GO:cellular_component	GO:0070470	plasma membrane respiratory chain	1598	1598	1554.98	8.7E-20
Core	GO:cellular_component	GO:0098803	respiratory chain complex	1598	1598	1554.98	8.7E-20
Core	GO:cellular_component	GO:0009898	cytoplasmic side of plasma membrane	1381	1381	1343.82	3.5E-17
Core	GO:cellular_component	GO:0098562	cytoplasmic side of membrane	1381	1381	1343.82	3.5E-17
Core	GO:cellular_component	GO:0030964	NADH dehydrogenase complex	1308	1308	1272.79	2.6E-16
Core	GO:cellular_component	GO:0019898	extrinsic component of membrane	1229	1229	1195.91	2.3E-15
Core	GO:cellular_component	GO:0009986	cell surface	1161	1160	1129.74	5E-13
Core	GO:cellular_component	GO:0019897	extrinsic component of plasma membrane	1015	1015	987.68	8.3E-13
Core	GO:cellular_component	GO:0009288	bacterial-type flagellum	1014	1014	986.7	8.6E-13
Core	GO:cellular_component	GO:0009897	external side of plasma membrane	1014	1014	986.7	8.6E-13
Core	GO:cellular_component	GO:0031233	intrinsic component of external side of ...	1014	1014	986.7	8.6E-13
Core	GO:cellular_component	GO:0044461	bacterial-type flagellum part	1014	1014	986.7	8.6E-13
Core	GO:cellular_component	GO:0044463	cell projection part	1014	1014	986.7	8.6E-13
Core	GO:cellular_component	GO:0045271	respiratory chain complex I	943	943	917.61	6E-12
Core	GO:cellular_component	GO:0045272	plasma membrane respiratory chain comple...	943	943	917.61	6E-12
Core	GO:cellular_component	GO:0044425	membrane part	24165	23650	23514.46	4.3E-10
Core	GO:cellular_component	GO:0031234	extrinsic component of cytoplasmic side ...	654	654	636.39	1.7E-08
Core	GO:cellular_component	GO:0009425	bacterial-type flagellum basal body	653	653	635.42	1.7E-08
Core	GO:cellular_component	GO:0071575	integral component of external side of p...	651	651	633.47	1.8E-08
Core	GO:cellular_component	GO:1902494	catalytic complex	10301	10105	10023.69	3.8E-08
Core	GO:cellular_component	GO:0016469	proton-transporting two-sector ATPase co...	584	584	568.28	1.2E-07
Core	GO:cellular_component	GO:0045259	proton-transporting ATP synthase complex	584	584	568.28	1.2E-07
Core	GO:cellular_component	GO:0055052	ATP-binding cassette (ABC) transporter c...	583	583	567.31	1.2E-07
Core	GO:cellular_component	GO:0005694	chromosome	582	582	566.33	1.2E-07
Core	GO:cellular_component	GO:0031241	periplasmic side of cell outer membrane	655	654	637.37	3.2E-07
Core	GO:cellular_component	GO:0045273	respiratory chain complex II	510	510	496.27	8.8E-07
Core	GO:cellular_component	GO:0045274	plasma membrane respiratory chain comple...	510	510	496.27	8.8E-07
Core	GO:cellular_component	GO:0009424	bacterial-type flagellum hook	508	508	494.32	9.3E-07
Core	GO:cellular_component	GO:1990391	DNA repair complex	508	508	494.32	9.3E-07
Core	GO:cellular_component	GO:0009360	DNA polymerase III complex	579	578	563.41	2.3E-06
Core	GO:cellular_component	GO:0070069	cytochrome complex	438	438	426.21	6.3E-06
Core	GO:cellular_component	GO:0031246	intrinsic component of periplasmic side ...	436	436	424.26	6.7E-06
Core	GO:cellular_component	GO:0044427	chromosomal part	436	436	424.26	6.7E-06
Core	GO:cellular_component	GO:0031226	intrinsic component of plasma membrane	16172	15815	15736.64	1.6E-05
Core	GO:cellular_component	GO:0005576	extracellular region	580	578	564.39	1.9E-05
Core	GO:cellular_component	GO:0000502	proteasome complex	365	365	355.17	4.7E-05
Core	GO:cellular_component	GO:0009376	HslUV protease complex	365	365	355.17	4.7E-05
Core	GO:cellular_component	GO:0031522	cell envelope Sec protein transport comp...	365	365	355.17	4.7E-05
Core	GO:cellular_component	GO:0031597	cytosolic proteasome complex	365	365	355.17	4.7E-05
Core	GO:cellular_component	GO:0033178	proton-transporting two-sector ATPase co...	365	365	355.17	4.7E-05
Core	GO:cellular_component	GO:0045260	plasma membrane proton-transporting ATP ...	365	365	355.17	4.7E-05
Core	GO:cellular_component	GO:0045261	proton-transporting ATP synthase complex...	365	365	355.17	4.7E-05
Core	GO:cellular_component	GO:0045262	plasma membrane proton-transporting ATP ...	365	365	355.17	4.7E-05
Core	GO:cellular_component	GO:1905348	endonuclease complex	365	365	355.17	4.7E-05
Core	GO:cellular_component	GO:1905368	peptidase complex	365	365	355.17	4.7E-05
Core	GO:cellular_component	GO:1905369	endopeptidase complex	365	365	355.17	4.7E-05
Core	GO:cellular_component	GO:0031237	intrinsic component of periplasmic side ...	363	363	353.23	4.9E-05
Core	GO:cellular_component	GO:0098567	periplasmic side of plasma membrane	363	363	353.23	4.9E-05
Core	GO:cellular_component	GO:0030428	cell septum	362	362	352.25	5.1E-05
Core	GO:cellular_component	GO:0048476	Holliday junction resolvase complex	435	434	423.29	9E-05
Core	GO:cellular_component	GO:0009319	cytochrome o ubiquinol oxidase complex	292	292	284.14	0.00034
Core	GO:cellular_component	GO:0009380	excinuclease repair complex	292	292	284.14	0.00034
Core	GO:cellular_component	GO:1904176	carbon phosphorus lyase complex	292	292	284.14	0.00034
Core	GO:cellular_component	GO:1905347	endodeoxyribonuclease complex	292	292	284.14	0.00034
Core	GO:cellular_component	GO:0005971	ribonucleoside-diphosphate reductase com...	291	291	283.17	0.00035
Core	GO:cellular_component	GO:0045283	fumarate reductase complex	291	291	283.17	0.00035
Core	GO:cellular_component	GO:0045284	plasma membrane fumarate reductase compl...	291	291	283.17	0.00035
Core	GO:cellular_component	GO:1990063	Bam protein complex	290	290	282.19	0.00036
Core	GO:cellular_component	GO:0005950	anthranilate synthase complex	289	289	281.22	0.00037
Core	GO:cellular_component	GO:0060187	cell pole	288	288	280.25	0.00038
Core	GO:cellular_component	GO:0005887	integral component of plasma membrane	15517	15160	15099.27	0.00057
Core	GO:cellular_component	GO:0000428	DNA-directed RNA polymerase complex	219	219	213.1	0.00252
Core	GO:cellular_component	GO:0005856	cytoskeleton	219	219	213.1	0.00252
Core	GO:cellular_component	GO:0005948	acetolactate synthase complex	219	219	213.1	0.00252
Core	GO:cellular_component	GO:0009274	peptidoglycan-based cell wall	219	219	213.1	0.00252
Core	GO:cellular_component	GO:0031225	anchored component of membrane	219	219	213.1	0.00252
Core	GO:cellular_component	GO:0033177	proton-transporting two-sector ATPase co...	219	219	213.1	0.00252
Core	GO:cellular_component	GO:0045263	proton-transporting ATP synthase complex...	219	219	213.1	0.00252
Core	GO:cellular_component	GO:0045281	succinate dehydrogenase complex	219	219	213.1	0.00252
Core	GO:cellular_component	GO:0045282	plasma membrane succinate dehydrogenase ...	219	219	213.1	0.00252
Core	GO:cellular_component	GO:0046930	pore complex	219	219	213.1	0.00252
Core	GO:cellular_component	GO:0061694	alpha-D-ribose 1-methylphosphonate 5-tri...	219	219	213.1	0.00252
Core	GO:cellular_component	GO:1990060	maltose transport complex	219	219	213.1	0.00252
Core	GO:cellular_component	GO:1990228	sulfurtransferase complex	219	219	213.1	0.00252
Core	GO:cellular_component	GO:0009338	exodeoxyribonuclease V complex	218	218	212.13	0.00259
Core	GO:cellular_component	GO:0098561	methyl accepting chemotaxis protein comp...	218	218	212.13	0.00259
Core	GO:cellular_component	GO:0005657	replication fork	217	217	211.16	0.00267
Core	GO:cellular_component	GO:0030894	replisome	217	217	211.16	0.00267
Core	GO:cellular_component	GO:0032300	mismatch repair complex	216	216	210.19	0.00274
Core	GO:cellular_component	GO:1990195	macrolide transmembrane transporter comp...	214	214	208.24	0.00289
Core	GO:cellular_component	GO:1990196	MacAB-TolC complex	214	214	208.24	0.00289
Core	GO:cellular_component	GO:0030880	RNA polymerase complex	293	292	285.11	0.00305
Core	GO:cellular_component	GO:0033202	DNA helicase complex	291	290	283.17	0.0032
Core	GO:cellular_component	GO:0031224	intrinsic component of membrane	20823	20309	20262.43	0.01473
Core	GO:cellular_component	GO:0044776	DNA polymerase III, core complex	218	217	212.13	0.01827
Core	GO:cellular_component	GO:0005634	nucleus	146	146	142.07	0.01856
Core	GO:cellular_component	GO:0005844	polysome	146	146	142.07	0.01856
Core	GO:cellular_component	GO:0005951	carbamoyl-phosphate synthase complex	146	146	142.07	0.01856
Core	GO:cellular_component	GO:0009276	Gram-negative-bacterium-type cell wall	146	146	142.07	0.01856
Core	GO:cellular_component	GO:0009316	3-isopropylmalate dehydratase complex	146	146	142.07	0.01856
Core	GO:cellular_component	GO:0009337	sulfite reductase complex (NADPH)	146	146	142.07	0.01856
Core	GO:cellular_component	GO:0009344	nitrite reductase complex [NAD(P)H]	146	146	142.07	0.01856
Core	GO:cellular_component	GO:0009382	imidazoleglycerol-phosphate synthase com...	146	146	142.07	0.01856
Core	GO:cellular_component	GO:0016465	chaperonin ATPase complex	146	146	142.07	0.01856
Core	GO:cellular_component	GO:0019197	phosphoenolpyruvate-dependent sugar phos...	146	146	142.07	0.01856
Core	GO:cellular_component	GO:0031250	anaerobic ribonucleoside-triphosphate re...	146	146	142.07	0.01856
Core	GO:cellular_component	GO:0031421	invertasome	146	146	142.07	0.01856
Core	GO:cellular_component	GO:0031981	nuclear lumen	146	146	142.07	0.01856
Core	GO:cellular_component	GO:0042788	polysomal ribosome	146	146	142.07	0.01856
Core	GO:cellular_component	GO:0044428	nuclear part	146	146	142.07	0.01856
Core	GO:cellular_component	GO:0044815	DNA packaging complex	146	146	142.07	0.01856
Core	GO:cellular_component	GO:0045240	dihydrolipoyl dehydrogenase complex	146	146	142.07	0.01856
Core	GO:cellular_component	GO:0045252	oxoglutarate dehydrogenase complex	146	146	142.07	0.01856
Core	GO:cellular_component	GO:0101031	chaperone complex	146	146	142.07	0.01856
Core	GO:cellular_component	GO:0120100	bacterial-type flagellum motor	146	146	142.07	0.01856
Core	GO:cellular_component	GO:0120101	bacterial-type flagellum stator complex	146	146	142.07	0.01856
Core	GO:cellular_component	GO:1990220	GroEL-GroES complex	146	146	142.07	0.01856
Core	GO:cellular_component	GO:0043227	membrane-bounded organelle	217	216	211.16	0.0187
Core	GO:cellular_component	GO:0043231	intracellular membrane-bounded organelle	217	216	211.16	0.0187
Core	GO:cellular_component	GO:0009318	exodeoxyribonuclease VII complex	145	145	141.1	0.01908
Core	GO:cellular_component	GO:0009325	nitrate reductase complex	145	145	141.1	0.01908
Core	GO:cellular_component	GO:0009328	phenylalanine-tRNA ligase complex	145	145	141.1	0.01908
Core	GO:cellular_component	GO:0009330	DNA topoisomerase complex (ATP-hydrolyzi...	145	145	141.1	0.01908
Core	GO:cellular_component	GO:0031004	potassium ion-transporting ATPase comple...	145	145	141.1	0.01908
Core	GO:cellular_component	GO:0031235	intrinsic component of the cytoplasmic s...	145	145	141.1	0.01908
Core	GO:cellular_component	GO:0044799	NarGHI complex	145	145	141.1	0.01908
Core	GO:cellular_component	GO:0070992	translation initiation complex	145	145	141.1	0.01908
